1,2662.0
2,4924.0
3,5486.0
4,4777.0
193,2607.0
194,2398.0
148,2533.0
133,2484.0
326,2510.0
118,2412.0
454,2490.0
476,2495.0
237,2579.0
463,2492.0
144,2498.0
305,2533.0
307,2375.0
341,2555.0
198,2561.0
106,2529.0
362,2448.0
173,2518.0
30,2382.0
78,2479.0
0,2569.0
48,2505.0
176,2454.0
20,2470.0
357,2418.0
405,2493.0
229,2547.0
296,2496.0
72,2508.0
394,2517.0
34,2427.0
195,2631.0
436,2467.0
470,2564.0
70,2423.0
294,2464.0
120,2451.0
297,2442.0
202,2535.0
461,2443.0
306,2572.0
115,2475.0
244,2474.0
408,2476.0
376,2457.0
232,2372.0
393,2472.0
462,2471.0
254,2494.0
431,2486.0
304,2478.0
64,2471.0
160,2499.0
323,2325.0
437,2557.0
374,2518.0
151,2427.0
251,2457.0
188,2510.0
142,2510.0
242,2414.0
75,2513.0
156,2464.0
76,2429.0
221,2489.0
61,2506.0
317,2529.0
238,2503.0
494,2520.0
447,2654.0
224,2412.0
433,2520.0
130,2426.0
483,2452.0
404,2561.0
422,2489.0
183,2468.0
168,2590.0
58,2491.0
12,2454.0
497,2480.0
199,2456.0
440,2468.0
425,2493.0
316,2429.0
45,2497.0
13,2585.0
301,2426.0
15,2527.0
159,2566.0
373,2592.0
101,2462.0
135,2400.0
343,2477.0
298,2509.0
107,2491.0
379,2487.0
46,2513.0
302,2554.0
367,2509.0
481,2529.0
132,2555.0
181,2594.0
327,2412.0
311,2516.0
424,2497.0
313,2495.0
429,2530.0
382,2584.0
415,2452.0
192,2476.0
368,2474.0
274,2455.0
472,2521.0
329,2487.0
346,2531.0
315,2524.0
427,2489.0
347,2502.0
479,2503.0
402,2406.0
179,2554.0
212,2451.0
245,2523.0
6,2507.0
280,2525.0
456,2593.0
104,2488.0
250,2405.0
303,2623.0
240,2410.0
225,2527.0
69,2429.0
442,2518.0
11,2525.0
155,2439.0
28,2415.0
253,2445.0
270,2512.0
190,2501.0
336,2469.0
275,2500.0
259,2650.0
53,2528.0
56,2540.0
443,2638.0
332,2484.0
157,2469.0
333,2494.0
286,2389.0
114,2483.0
213,2479.0
21,2457.0
342,2461.0
54,2460.0
103,2500.0
124,2486.0
222,2513.0
495,2527.0
383,2527.0
288,2455.0
2,2641.0
325,2478.0
390,2448.0
312,2500.0
345,2345.0
105,2500.0
123,2531.0
349,2492.0
334,2566.0
400,2580.0
241,2499.0
290,2555.0
469,2352.0
485,2482.0
26,2496.0
460,2422.0
109,2554.0
191,2590.0
95,2518.0
355,2588.0
19,2555.0
340,2561.0
85,2437.0
214,2545.0
248,2633.0
458,2456.0
154,2431.0
172,2540.0
207,2503.0
256,2530.0
50,2482.0
484,2487.0
295,2544.0
88,2535.0
378,2457.0
90,2415.0
444,2498.0
445,2507.0
413,2427.0
416,2393.0
276,2571.0
356,2518.0
406,2466.0
262,2454.0
71,2549.0
359,2502.0
441,2362.0
93,2453.0
430,2527.0
480,2458.0
166,2546.0
263,2478.0
348,2511.0
300,2524.0
428,2482.0
62,2490.0
414,2540.0
174,2544.0
175,2525.0
113,2380.0
369,2539.0
162,2586.0
468,2433.0
261,2487.0
134,2520.0
328,2493.0
410,2575.0
397,2403.0
239,2484.0
337,2569.0
273,2530.0
293,2566.0
37,2621.0
39,2562.0
314,2573.0
59,2529.0
396,2512.0
478,2423.0
223,2457.0
384,2526.0
145,2526.0
466,2562.0
163,2458.0
55,2479.0
489,2460.0
186,2511.0
108,2429.0
158,2557.0
271,2534.0
272,2531.0
1,2522.0
146,2580.0
226,2466.0
452,2529.0
73,2473.0
57,2412.0
189,2555.0
350,2453.0
398,2517.0
81,2585.0
389,2327.0
278,2405.0
279,2418.0
488,2492.0
265,2593.0
10,2509.0
171,2534.0
366,2551.0
318,2608.0
128,2505.0
352,2601.0
49,2454.0
339,2507.0
197,2538.0
233,2509.0
137,2554.0
412,2470.0
92,2472.0
205,2528.0
338,2549.0
291,2579.0
68,2437.0
149,2501.0
230,2535.0
423,2418.0
74,2537.0
363,2453.0
140,2412.0
44,2434.0
129,2697.0
482,2570.0
434,2568.0
370,2457.0
52,2516.0
420,2622.0
150,2446.0
487,2578.0
344,2445.0
491,2484.0
496,2451.0
385,2448.0
98,2614.0
117,2561.0
22,2474.0
375,2497.0
7,2397.0
391,2444.0
201,2433.0
42,2528.0
