6777425388785630208,123456781,open
3561648154852027392,123456782,close
320473074612421632,123456783,open
286207240956128256,123456784,close
7098267066847980544,123456785,open
3684957100955489280,123456786,close
7099689362419590144,123456787,open
3460351853776689152,123456788,close
1190106450030829568,123456789,open
6798730127555289088,123456790,close
7460539337194681344,123456791,open
1065852723967110144,123456792,close
5897932107756838912,123456793,open
5268851214467234816,123456794,close
8722396851326863360,123456795,open
5474855781890497536,123456796,close
5523680277479102464,123456797,open
2960800446044656640,123456798,close
645386581023699968,123456799,open
317842640036917248,123456800,close
602273606836287488,123456801,open
8602244248647819264,123456802,close
7313788360467499008,123456803,open
6172821231487434752,123456804,close
4806441033742712832,123456805,open
4573608921567690752,123456806,close
2182888181117020160,123456807,open
2950302624909168640,123456808,close
2168463818980966400,123456809,open
7728488217567757312,123456810,close
8419653930241763328,123456811,open
7003427111162927104,123456812,close
8213027405395444736,123456813,open
1661237774210970624,123456814,close
5231972951691870208,123456815,open
3968416514178884608,123456816,close
8768764297262367744,123456817,open
2670018719313719296,123456818,close
8956105206346202112,123456819,open
7208212359879230464,123456820,close
7332422427606389760,123456821,open
7505603389274667008,123456822,close
8342041862509325312,123456823,open
5212309246985324544,123456824,close
8021822869736233984,123456825,open
5980925318910688256,123456826,close
9189616820709005312,123456827,open
8540258160346916864,123456828,close
9004868182864130048,123456829,open
2330182728979343360,123456830,close
6071591538171014144,123456831,open
104172754023853056,123456832,close
3154407921790492672,123456833,open
7409852043531288576,123456834,close
774244164814217216,123456835,open
1197168487837151232,123456836,close
2827876506741411840,123456837,open
8842944487851925504,123456838,close
1582714803986399232,123456839,open
1812907287458020352,123456840,close
2745349899838487552,123456841,open
7245608614414998528,123456842,close
2507291510956227584,123456843,open
2917354893780979712,123456844,close
2438517821771220992,123456845,open
923730673329031168,123456846,close
7956900554589124608,123456847,open
8082952132157272064,123456848,close
8243013606117727232,123456849,open
639410076882698240,123456850,close
5632998466899941376,123456851,open
4134047919032878080,123456852,close
6837115368990255104,123456853,open
3906585081430658048,123456854,close
7283392767496184832,123456855,open
1194009003892658176,123456856,close
8083360446017583104,123456857,open
417692955550621696,123456858,close
6424298036671198208,123456859,open
6428693352265357312,123456860,close
7024468284463252480,123456861,open
120244328249075712,123456862,close
4897914375516004352,123456863,open
813852303712673792,123456864,close
7988239347499878400,123456865,open
3737859742715245568,123456866,close
1707266899396315136,123456867,open
2566468954030232576,123456868,close
8733252669408379904,123456869,open
2748974269130693632,123456870,close
4860752478765570048,123456871,open
5344829576146973696,123456872,close
202187021486397440,123456873,open
3935957146381106176,123456874,close
542803835336630272,123456875,open
6956916105578761216,123456876,close
7446597826750534656,123456877,open
8522371035772349440,123456878,close
2546832664784972800,123456879,open
935256366943364096,123456880,close
7316155187643512832,123456881,open
3647182191594163200,123456882,close
6128817231437679616,123456883,open
7880855462367551488,123456884,close
1776635830298468352,123456885,open
3217184485573813248,123456886,close
292533979775048704,123456887,open
7495199720247791616,123456888,close
6591036504842172416,123456889,open
6032704532851879936,123456890,close
7302399608976188416,123456891,open
1055125556056781824,123456892,close
4454454783885992960,123456893,open
2569257487330631680,123456894,close
8232981564623412224,123456895,open
4234781006888951808,123456896,close
4168305007249980416,123456897,open
145613668676436992,123456898,close
2880560175876916224,123456899,open
8158112598981866496,123456900,close
3265356722219312128,123456901,open
2819050732205342720,123456902,close
3992761902986884096,123456903,open
3824079604447266816,123456904,close
5128722278034809856,123456905,open
4891515209351622656,123456906,close
1373586890587905024,123456907,open
4691629336263841792,123456908,close
1813233536181479424,123456909,open
3344595783890659328,123456910,close
2442925481410669568,123456911,open
2400617453926727680,123456912,close
5824158109351337984,123456913,open
7760830513839052800,123456914,close
5474552427913009152,123456915,open
6678558664583519232,123456916,close
4825928005252006912,123456917,open
7887152652660361216,123456918,close
1661353797018360832,123456919,open
5348218279919175680,123456920,close
8086211261350636544,123456921,open
5750588012941636608,123456922,close
2257696266407898112,123456923,open
5375831892195755008,123456924,close
8710103799296037888,123456925,open
5414402244275984384,123456926,close
7037897386127369216,123456927,open
8258858526635355136,123456928,close
1880919196255304704,123456929,open
7711194131560168448,123456930,close
770999073132748800,123456931,open
4113848119280164864,123456932,close
5029757622593795072,123456933,open
7758832718977881088,123456934,close
5730145112236612608,123456935,open
8485781230433351680,123456936,close
3635280667370856448,123456937,open
7233470654673696768,123456938,close
4216789063838365696,123456939,open
7850910791397212160,123456940,close
6888348754481779712,123456941,open
2113884158755014656,123456942,close
5789191195465202688,123456943,open
5098152125764881408,123456944,close
9182845620235968512,123456945,open
2060690896524750848,123456946,close
9134240999093322752,123456947,open
2804546619606747136,123456948,close
9043276552072486912,123456949,open
1594287696281911296,123456950,close
7549579769739146240,123456951,open
2693611721528230912,123456952,close
8506011432961905664,123456953,open
9188982247291876352,123456954,close
6399642050707659776,123456955,open
2720898578874160128,123456956,close
7024830874194582528,123456957,open
1214618744124887040,123456958,close
7767733126779928576,123456959,open
9160804705020562432,123456960,close
8844317670338467840,123456961,open
8678560954201023488,123456962,close
7282996777975767040,123456963,open
841557393078736896,123456964,close
9146772991780782080,123456965,open
8657442078726430720,123456966,close
948447140107558912,123456967,open
1343064938961835008,123456968,close
5820505968976336896,123456969,open
535154269630292992,123456970,close
201551254673013760,123456971,open
974432147845154816,123456972,close
5271664666141169664,123456973,open
7913613452239998976,123456974,close
9168475730295580672,123456975,open
880978009751671808,123456976,close
1339276179764362240,123456977,open
1615297330610198528,123456978,close
4371079212026895360,123456979,open
8233197986883903488,123456980,close
6073855961030409216,123456981,open
2107686287940390912,123456982,close
7991375499121009664,123456983,open
8212382559185652736,123456984,close
3298818060814220288,123456985,open
5505849188595907584,123456986,close
1479986572826687488,123456987,open
666279145386567680,123456988,close
1371100727248781312,123456989,open
7426048042989983744,123456990,close
5755251213798897664,123456991,open
6182824764506950656,123456992,close
9024646215133337600,123456993,open
4420889822654186496,123456994,close
8432481361124790272,123456995,open
6759270368846718976,123456996,close
1996253710888258560,123456997,open
